Generation,Average Fitness,Best Fitness,Standard Deviation
529,158.14399999999998,189.76,36.655072783915536
530,158.52559999999994,189.76,36.67792230159479
531,158.36080000000004,189.76,36.88386164304901
532,157.3168,189.76,36.626044381731624
533,157.69360000000003,189.76,37.14062530266588
534,157.78640000000001,190.32,37.0616030379025
535,158.39759999999998,190.32,36.92954591337748
536,158.19680000000005,190.32,36.79963940571869
537,158.452,190.32,36.842627789207974
538,157.77760000000006,190.32,37.06800857016261
539,158.62559999999993,190.32,37.134027369151575
540,158.312,190.32,36.69983345411139
541,158.53600000000003,190.32,36.93082038113569
542,158.02159999999998,190.32,36.8059043285645
543,158.11440000000002,190.32,36.83102956973898
544,158.0416,190.32,36.90062334448056
545,158.17999999999992,190.32,37.02671950005925
546,158.2064,190.32,36.502759019365406
547,158.32479999999998,190.32,37.00246048122144
548,158.1072,190.32,36.614219167267535
549,158.03280000000004,190.32,36.808263022363136
550,159.1872,190.32,36.859838180640196
551,158.21119999999996,190.32,36.6887347858912
552,158.44800000000004,190.32,37.23145016659806
553,158.39279999999994,190.32,36.66489736935862
554,158.76399999999995,190.32,37.269799088840195
555,158.25439999999998,190.32,36.981032442130555
556,158.4216,190.32,36.60210706049736
557,158.6856,190.32,37.13160175885113
558,157.78000000000006,190.32,36.625786473234164
559,158.24960000000004,190.32,36.67840875095095
560,157.9472,190.32,37.1007811157283
561,158.6104,190.32,37.024709323513335
562,158.3663999999999,190.32,36.80823178488437
563,158.57519999999997,190.32,36.81228232933389
564,158.14959999999996,190.32,36.569824100100305
565,158.56719999999996,190.32,37.072538043124354
566,158.88799999999995,190.32,36.92551729375168
567,158.024,190.32,36.72121039285123
568,158.39999999999992,190.32,36.79096241394232
569,158.7904,190.32,36.875282635864934
570,158.7224,190.32,36.88144718104257
571,157.888,190.32,36.91064255036048
572,157.82479999999998,190.32,37.01882433803815
573,158.808,190.32,37.081463773347345
574,158.13679999999994,190.32,36.53239734697202
575,158.2424,190.32,36.99068838132849
576,157.61199999999997,190.32,36.73350548191057
577,158.512,190.32,36.75259900146978
578,158.41920000000005,190.32,36.77779296036195
579,158.76479999999995,190.32,36.911528790764834
580,158.1080000000001,190.32,36.66617918633508
581,157.81040000000002,190.32,37.04974276479478
582,157.94000000000003,190.32,37.11302200699207
583,158.43919999999997,190.32,37.169253097376924
584,157.92879999999997,190.32,37.07267608965676
585,159.30959999999993,190.32,37.0657904437463
586,158.55519999999996,190.32,36.52630999740678
587,159.10240000000005,190.32,36.87328544763017
588,157.96639999999996,190.32,36.57286494071292
589,158.53679999999997,190.32,36.97665352156341
590,158.84800000000004,190.32,36.72673679715779
591,157.82799999999995,190.32,36.89663033736802
592,157.82399999999998,190.32,37.00824195381679
593,158.6464,190.32,37.05775195306036
594,158.56480000000005,190.32,36.31907132921549
595,157.62720000000002,190.32,36.7344841675786
596,157.9888,190.32,37.00206648240569
597,158.2008,190.32,37.027774806957126
598,158.6128,190.32,37.04588329124836
599,158.21679999999998,190.32,36.809707307055675
600,158.11599999999996,190.32,36.82845137534218
601,158.3496,190.88,36.97137595968206
602,158.3303999999999,190.88,36.841626443176885
603,158.84479999999996,190.88,37.117530128397085
604,158.61520000000002,190.88,36.947120193199105
605,159.01919999999998,190.88,37.15133429944868
606,159.28159999999997,190.88,36.978591261060984
607,158.51120000000003,190.88,36.89974692654934
608,159.07359999999994,190.88,37.55468795314519
609,158.5144000000001,190.88,37.202377236299924
610,158.1816,191.44,37.3801460907503
611,159.31919999999997,191.44,37.23088176304059
612,158.69519999999994,191.44,36.82552525410148
613,158.69520000000006,191.44,37.31730036714761
614,158.72320000000002,191.44,37.06745702207379
615,158.5808000000001,191.44,37.177034396614
616,159.13520000000005,191.44,37.53915792271542
617,158.94719999999998,191.44,37.03961453499315
618,158.80639999999997,191.44,37.06961972745227
619,158.9976000000001,191.44,37.4851109751483
620,159.53600000000006,191.44,37.14287958218498
621,159.54080000000005,192.0,37.06611843098678
622,158.51920000000007,192.0,36.787743069803554
623,158.49200000000002,192.0,37.604988546438506
624,159.57679999999996,192.0,37.55070598605667
625,159.05759999999987,192.0,37.05546641210186
626,159.93120000000008,192.0,37.60894320436103
627,160.35359999999997,192.0,37.09783039155072
628,160.0024,192.0,36.86217285580619
629,159.3872,192.0,37.22856678296855
630,160.0736,192.0,37.535144037931445
631,159.9536,192.0,36.98646378622027
632,159.1112,192.0,37.25554562267258
633,159.56799999999998,192.0,37.405309558745444
634,159.50800000000007,192.0,37.00386977711982
635,160.08880000000002,192.0,37.3001222853964
636,159.38000000000002,192.0,36.82705384907603
637,159.56239999999997,192.0,37.24104620531256
638,159.60479999999995,192.0,37.02156641444889
639,160.1552,192.0,37.2028022160723
640,159.5192,192.0,37.4169196742914
641,159.94639999999998,192.0,36.92124916194676
642,159.96000000000006,192.0,37.15227025516356
643,159.80800000000008,192.0,36.88255090607411
644,158.99040000000005,192.0,37.26784820683186
645,159.54319999999998,192.0,37.31610082878679
646,159.444,192.0,37.396310947910294
647,159.736,192.0,37.08782806761146
648,159.53920000000008,192.0,37.108191101329766
649,159.468,192.0,37.48124316095442
650,159.20160000000004,192.0,37.47906141452489
651,159.42720000000003,192.0,38.12510007475672
